SMILES,Name,pIC50,predicted_pIC50
N#Cc1[nH]nc2c1CN([C@H]1CSC(c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3644460,9.337242168318426,8.84525162861887
N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)N1CCC1)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F,CHEMBL188043,7.356547323513812,6.9717679208322965
Cl.N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccc(OC(Cc2ccccc2)C(=O)O)cc1)Cc1cc(F)c(F)cc1F,CHEMBL1683497,7.552841968657781,7.027699461384674
N[C@H]1C[C@H](N2CCn3c(nnc3C(F)(F)F)C2)CCC1c1cc(F)c(F)cc1F,CHEMBL232191,6.853871964321762,7.483314706630748
N[C@@H](CC(=O)N1CCc2nc(C(F)(F)F)n(Cc3ccc(F)cc3)c2C1)Cc1cc(F)ccc1F,CHEMBL400761,6.6020599913279625,6.901775003970416
N[C@@H]1Cc2c(ccc3ccc(=O)oc23)O[C@H]1c1cc(F)c(F)cc1F,CHEMBL3952716,6.684638513020665,6.685366123857463
CC(C)(CO)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,CHEMBL472096,8.337242168318426,7.82258277615386
CC(C)(CC(=O)N1CCc2ccccc2C1)[C@H](N)C(=O)N1CCC[C@H]1C#N.O=C(O)C(F)(F)F,CHEMBL474025,7.795880017344075,7.396396479987555
CCOC(=O)C(C)(C)Nc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,CHEMBL1683503,7.167491087293763,7.25107374334256
Clc1ccccc1Nc1cc(N2CCNCC2)nc2ccnn12,CHEMBL4782865,4.627087997029894,5.3881547385679704
N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1ccccn1)Cc1cc(F)c(F)cc1F,CHEMBL216178,9.309803919971486,7.910304297494271
N[C@@H](CC(=O)N1CCSC1)Cc1ccoc1,CHEMBL181239,4.328734567052842,4.984438107287835
N#C[C@@H]1CCCN1C(=O)CNCCC(=O)N1Cc2ccccc2C1,CHEMBL381530,6.8794260687941495,6.281551749744191
Cl.N[C@@H](CC(=O)N1CCn2cnnc2C1)Cc1ccc(F)c(F)c1,CHEMBL537625,6.341988603342887,6.713331380544917
N#Cc1ccc(S(=O)(=O)Cc2nc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)cs2)cc1,CHEMBL4789965,4.114695332411032,4.353173969628538
CCOc1cccc(-c2nnc3n2[C@@H]2CCN(C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)C[C@@H]2CC3)n1.Cl,CHEMBL4093298,6.856985199745905,7.237640945440599
O=C([C@@H]1C[C@H](N2Cc3ccccc3C2)CN1)N1CCSC1,CHEMBL227615,7.578396073130169,7.902487551936638
COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCC[C@H](N)C4)n3CC=C(C)C)n(C)c2=O)c1,CHEMBL1951598,9.30102999566398,8.42022614583304
C[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,CHEMBL217015,7.050609993355087,6.971994600590687
O=C(CNC1CCCCC1)N1CCC[C@H]1B(O)O,CHEMBL371130,7.568636235841012,6.998542656728554
Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3CC(=O)C3CC3)N3CCN=C23)nc2ccccc12,CHEMBL4464819,8.355561410532161,7.648319725514243
C[C@@H](c1cc(F)cc(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,CHEMBL195270,5.431798275933005,6.332012570319535
N#Cc1cccnc1N1C[C@H](c2ccccc2)[C@@H](N)C1,CHEMBL235202,5.522878745280337,6.258763352529401
CC[C@H](C)[C@H](N)C(=O)N1CCC(Cl)C1,CHEMBL460887,4.026872146400302,4.5414094202255555
S=C(CNCc1ccc2c(c1)OCO2)C1CCCC1,CHEMBL178433,3.0,3.6299035717126875
CC(C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,CHEMBL472102,8.10790539730952,7.657999335858678
N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(-c3ccsc3)c[nH]c2c1=O,CHEMBL4165967,9.119186407719209,8.85156123825779
N[C@@H](CC(=O)N1CC(=O)Nc2nccnc2C1)[C@H]1CCc2cc(F)c(F)cc21,CHEMBL3580778,7.047691990337874,7.491360913947576
Cl.NC(=O)c1ccc(C(=O)N2CCCN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CC2)cc1,CHEMBL474794,6.7447274948966935,6.634791228416131
COc1ccc(C(=O)/C=C/c2cc(Cl)c(O)cc2OC)cc1,CHEMBL5397277,4.95703092660682,4.625202834530481
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCN(c3ncc(CC)cn3)CC1)c(=O)n2C,CHEMBL4745258,6.214670164989233,6.636558162307688
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL50,4.635242596978913,5.3411676002449635
NC1Cc2c(ccc3ccc(=O)oc23)OC1c1cc(F)c(F)cc1F,CHEMBL6011250,6.684029654543082,6.685366123857463
CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,CHEMBL430,5.568636235841012,5.95340715674418
CC(=O)c1ccc(N2C[C@@H]3[C@H](C2)[C@H]3NCC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,CHEMBL480914,6.962573502059376,7.057042241069288
CC1c2nc(C3CC3)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL400911,6.309803919971486,7.041312938304127
Cn1c(=O)[nH]c2ccc(-c3ccccc3Cl)c(CN)c21,CHEMBL257852,7.2839966563652,5.92744323327075
N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@H]1Cc1ccc(C(F)(F)F)cc1)Cc1cc(F)c(F)cc1F,CHEMBL250999,8.397940008672037,8.276263768905379
CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4cc(Br)ccc4n3)c2c1=O,CHEMBL2346927,6.856360764725457,7.6862373751819035
N#C[C@@H]1CCCN1C(=O)CNC1CCCCC1,CHEMBL431425,7.1938200260161125,6.741265647373085
Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2cccnc2)n1,CHEMBL2147773,9.207608310501746,8.50367948613647
COc1cccc(OC)c1OCCNCC1COc2ccccc2O1,CHEMBL25554,3.154901959985743,3.432130418393962
N[C@@H](CC(=O)N1CCSC1)C(=O)N1CC[C@H](F)C1,CHEMBL512887,5.008773924307505,4.838554260896239
N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1ccccc1,CHEMBL2022529,4.0,4.287486567670821
N#C[C@@H]1CCCN1C(=O)/C(N)=C/C(=O)N1Cc2ccccc2C1,CHEMBL527015,7.346787486224656,6.052060511887876
CN(C)C(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,CHEMBL560729,7.2839966563652,7.7233117495827335
CN(C)C(=O)[C@@H](c1ccc(-c2ccn3nccc3n2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F,CHEMBL208957,7.684531940467904,7.238111471620587
CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)C(c3cc(F)ccc3F)N(Cc3cncnc3)C1)C2,CHEMBL3697946,8.522878745280337,8.609461488807808
CC(C)(CNC(=O)c1ccc2c(c1)CCO2)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,CHEMBL488036,8.537602002101044,7.362956735780799
N[C@@H](CC(=O)N1CCc2nc(C3CC3)oc2C1)Cc1cc(F)ccc1F,CHEMBL425380,6.537602002101044,7.137825105463525
CC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,CHEMBL4086264,7.244125144327507,6.483910973854149
N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1Cn1ccnc1)Cc1cc(F)c(F)cc1F,CHEMBL250147,8.698970004336019,8.191222658862692
Cl.N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccc(Cl)cc3)nn2)cc1,CHEMBL2418628,8.21824462534753,7.808219149342852
CC(=O)N1CCC([C@H](N)Cc2cc(F)ccc2F)CC1,CHEMBL1683129,6.346787486224656,6.531564618638828
O=C(CN1CCn2c(nnc2C(F)(F)F)C1)NC1CCCCC1,CHEMBL5759838,8.735182176990463,5.037072462632341
N[C@H]1CCCCNC(=O)CNC(=O)CNC(=O)c2cc(ccc2COc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,CHEMBL305759,4.801029995663981,6.491971829012639
Cc1ccc(Nc2cc(N3CCC[C@@H](N)C3)nc3ccnn23)c(C)c1,CHEMBL4787437,5.040958607678906,5.138008676813416
O=C([C@@H]1CCCN1C(=O)OCc1ccccc1)N1CCCC1,CHEMBL1088406,4.0,4.828740533828015
N[C@@H]1CCCN(c2cc(NCc3ccc(Cl)cc3Cl)n3nccc3n2)C1,CHEMBL4791597,5.2441251443275085,5.667330433027903
CS(=O)(=O)c1ccc(-c2nnn3c2CN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC3)cc1.Cl,CHEMBL1683993,7.479254528480517,7.506394750715361
CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(C(=O)N(C)C)ccc2c1=O.Cl,CHEMBL1812905,5.3979400086720375,6.2353195174803755
N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCc2nc(-c3ccc(F)cc3)sc2C1.O=C(O)C(F)(F)F,CHEMBL494339,7.397940008672037,7.7980112203566705
N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](c2ccccc2)CN1,CHEMBL396512,8.455931955649724,7.715712527298821
Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2cc(F)ccc2C#N)n(C)c1=O,CHEMBL1819090,8.958607314841775,7.46445451607135
CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccccc1,CHEMBL1682975,6.853871964321762,6.584226083766038
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C(F)(F)F)cc3ccccc13)c(=O)n2C,CHEMBL3931178,7.886056647693163,8.476180586756975
CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CCOCC1.O=C(O)C(F)(F)F,CHEMBL371347,6.2839966563652006,6.594922464649511
Cc1c(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc(Br)c(=O)n1C.O=C(O)C(F)(F)F,CHEMBL203323,6.2441251443275085,6.863907759125403
COC[C@@H]1CCCN1C(=O)CC[C@H](N)C(=O)N1CCC[C@H]1C#N.O=C(O)C(F)(F)F,CHEMBL475465,8.154901959985743,8.13615246999445
CC1(C)CCN[C@@H]1C(=O)N1CCC[C@H]1B(O)O,CHEMBL5778991,7.853871964321762,7.083856638000565
Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)Nc1ccc(N2CCOCC2)cc1)Cc1cc(F)c(F)cc1F,CHEMBL471343,5.795880017344075,5.974833381300077
N#Cc1ccsc1Cn1c(N2CCC[C@@H](N)C2)ncc(Br)c1=O,CHEMBL1650430,8.522878745280337,8.075289878555344
Nc1nc(NC2=NC(c3ccccc3)=CC(c3ccccc3[N+](=O)[O-])O2)nc(N2CCOCC2)n1,CHEMBL5435689,8.080921907623926,7.4002115206686545
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(Cl)ccc1Cl,CHEMBL232648,6.7447274948966935,7.292074632534971
O=C([C@@H]1C[C@H](N2CCN(c3nnnn3-c3ccccc3)CC2)CN1)N1CCSC1,CHEMBL2147704,9.69897000433602,8.509773295644372
CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)CCNCC(=O)N3CCC[C@H]3C#N)CC2)cc1,CHEMBL201753,5.848323769152952,6.901957350059471
N[C@@H](CC(=O)NC1(c2cccc(-c3ccncc3)c2)CCS(=O)(=O)CC1)Cc1ccccc1F,CHEMBL2206466,6.309803919971486,6.614390868615514
N=C(N)NCCC[C@H](N)C(=O)N1CCCC1,CHEMBL461289,4.896196279044043,4.178933811777383
Cc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ncccn1,CHEMBL3618037,4.619788758288394,4.75038845903075
N#C[C@@H]1CCCCN1C(=O)CNC(=O)c1cccc2ccccc12,CHEMBL2022535,4.0,3.541553540198063
N[C@H]1Cc2c(ccc3ccc(-c4cccc(C[SH](=O)=O)c4)cc23)O[C@@H]1c1cc(F)c(F)cc1F,CHEMBL5980526,7.130768280269024,7.29957049132642
N#C[C@@H]1CCCN1C(=O)CNC(=O)Cn1cc(-c2ccc(F)c(F)c2)nn1,CHEMBL2022521,4.0,4.313640705639007
CCc1nnc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nn12.O=C(O)C(F)(F)F,CHEMBL390080,8.221848749616356,7.928744653587334
N#C[C@@H]1CCCN1C(=O)[C@@H](N)CC(=O)N1CCN(C(=O)c2ccccc2)CC1,CHEMBL190029,6.910094888560602,7.000830880590253
Cc1nc(-c2ccc(Cl)cc2Cl)cc(C(=O)N2CCOCC2)c1CN,CHEMBL1688525,4.301029995663981,5.41363001738018
COc1ccc2ccc3c(c2c1)CC(N)C(c1cc(F)ccc1F)O3,CHEMBL5976169,7.481486060122112,6.656508877522507
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(F)c(F)cc1C#N)c(=O)n2C,CHEMBL5896005,8.67778070526608,8.540006093492119
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccsc2c1=O,CHEMBL1651766,9.481486060122112,8.258113340258042
N[C@H]1CN(c2cc(C(F)(F)F)ccn2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,CHEMBL389602,6.334419008982047,7.214445471069352
CC(=O)c1csc(-c2cnc(CC(C)C)c(CN)c2-c2ccc(C)cc2)n1.Cl.Cl,CHEMBL4096274,8.060480747381382,8.005234264262704
CC(C)(C)OC(=O)NCc1cn([C@@H]2C[C@@H](C(=O)N3CCCC3)N(C(=O)CCCc3ccccc3)C2)nn1,CHEMBL2178957,4.0,3.91525948051522
CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)c1ccccc1,CHEMBL2022524,4.0,4.473315433825797
N#C[C@@H]1CC(F)(F)CN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,CHEMBL1243153,4.0,3.940365192497197
CC(C)C(NC(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N)c1ccccc1,CHEMBL191274,6.673664139071248,6.7110024455135395
CS(=O)(=O)NCCS(=O)(=O)N[C@@H]1CC[C@@H]([C@H](N)C(=O)N2CCCC2)C1,CHEMBL439836,7.1487416512809245,6.515709726403057
NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=O)O)cc1)Cc1ccc(F)c(F)c1.O=C(O)C(F)(F)F,CHEMBL182223,7.1249387366083,6.98119681137792
N[C@@H](CC(=O)N1CCn2nnc(-c3cnco3)c2C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C/C(=O)O,CHEMBL1684000,7.748848656824645,7.34401366965855
CO[C@@H]1CCC[C@H]([C@H](N)C(=O)N2CCCC2)C1,CHEMBL352632,6.060480747381382,5.849777694640065
N#Cc1ccc(CN2C[C@H](N)[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1,CHEMBL248599,8.619788758288394,8.241686690025483
N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccc(OCc2ccccc2)cc1,CHEMBL3093910,7.026872146400302,7.641157565191502
C[C@H]1CNC(=O)[C@@H](C)N(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C1,CHEMBL230387,8.013228265733755,7.314027420835516
NC(Cc1c[nH]cn1)C(=O)N1CCCC1,CHEMBL317944,4.635356439825969,4.406366419005178
O=[N+]([O-])c1cccc(/C=N/N2C(c3ccccc3)=Nc3ccc(I)cc3C2Nc2nccs2)c1,CHEMBL4239107,9.119186407719209,8.720684154136471
Cn1nc(C(F)(F)F)c2c1CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,CHEMBL196938,7.142667503568731,6.562033075758768
N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)N1CCCC1)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F,CHEMBL191258,8.036212172654444,6.852557431875079
NC(=O)[C@@H]1CCCN1C(=O)CCCNC(=O)c1ccc(O)cc1,CHEMBL2086597,6.074172425375258,6.738931546155879
N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2cc[nH]c2c1=O,CHEMBL4162340,8.638272163982407,7.808607614111222
N[C@@H](CCC(=O)N1CCN(Cc2ccc(F)cc2)CC1)C(=O)N1Cc2ccccc2C1.O=C(O)C(F)(F)F,CHEMBL1814737,4.0,4.435024899059728
CCOC(=O)c1cnc(CN)c2c(OC)cc(OC)cc12,CHEMBL186406,6.494850021680094,5.575817966172279
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cccc(F)c1C(=O)O)c(=O)n2C,CHEMBL4441220,7.99097425791309,8.52474700407331
